"attendance","difficulty","Q2","Q3","Q4","Q5","Q6","Q8","Q9","Q11","Q13","Q14","Q15","Q16","Q17","Q18","Q20","Q21","Q22","Q24","Q25","Q27","Q28","instr"
0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,1.0,0.5,0.5,0.75,0.75,0.5,0.0,1.0,4254.0
0.0,0.75,0.25,0.5,0.75,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.25,1.0,0.5,0.75,0.75,0.25,0.25,0.25,1.0,4255.0
0.0,0.75,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.75,1.0,1.0,0.75,0.5,0.5,0.25,0.0,4256.0
0.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4257.0
0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4258.0
0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4259.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4260.0
0.0,0.75,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.0,4261.0
0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4262.0
0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4263.0
0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4264.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4265.0
0.0,0.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4266.0
0.0,1.0,1.0,0.25,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.75,4267.0
0.0,1.0,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.75,0.0,0.5,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.75,4268.0
0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4269.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4270.0
0.0,0.75,0.5,0.75,0.5,0.75,1.0,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.75,1.0,0.75,0.5,0.5,0.25,0.25,1.0,4271.0
0.0,0.25,0.0,0.0,1.0,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.75,0.25,0.25,1.0,0.5,0.0,0.5,0.75,0.0,0.0,0.0,4272.0
0.0,0.75,0.5,0.5,0.75,0.75,0.5,0.25,0.5,0.75,0.75,0.5,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.0,4273.0
0.0,0.25,0.25,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,4274.0
0.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4275.0
0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4276.0
0.0,0.75,0.25,0.75,0.75,0.5,0.25,0.0,0.0,0.5,0.0,0.5,0.75,0.75,0.25,0.75,0.5,0.75,0.5,0.5,0.25,0.5,0.75,4277.0
0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4278.0
0.0,0.5,0.5,0.5,1.0,0.75,0.75,0.75,0.5,0.75,0.5,0.5,1.0,0.75,0.5,0.75,0.75,0.5,1.0,0.75,0.5,0.5,0.75,4279.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.75,0.0,0.75,0.75,0.0,0.75,0.75,4280.0
0.0,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4281.0
0.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4282.0
0.0,0.5,0.25,0.25,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4283.0
0.0,0.5,0.5,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.75,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,4284.0
0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,4285.0
0.0,1.0,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.25,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4286.0
0.0,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4287.0
0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4288.0
0.0,1.0,0.25,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.75,1.0,0.75,0.75,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.25,4289.0
0.0,0.75,0.0,0.0,0.75,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,4290.0
0.0,0.25,0.5,0.75,0.75,0.75,0.75,0.25,0.75,0.75,0.5,0.25,0.75,0.5,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.75,0.5,4291.0
0.0,1.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4292.0
0.0,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.5,4293.0
0.0,1.0,0.5,0.25,0.5,0.75,0.5,1.0,1.0,0.5,1.0,0.75,0.75,1.0,0.5,0.25,0.75,0.75,0.75,1.0,0.75,0.25,0.5,4294.0
0.0,0.75,0.75,0.75,0.5,0.75,1.0,1.0,0.5,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.75,4295.0
0.0,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.75,4296.0
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4297.0
1.0,0.25,0.0,0.25,0.75,0.25,0.25,0.25,0.5,0.25,0.75,0.0,0.0,0.25,0.0,0.75,0.25,0.5,0.75,0.25,0.25,0.5,0.5,4298.0
0.5,0.0,0.75,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4299.0
0.0,0.0,0.0,0.75,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4300.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4301.0
0.0,1.0,0.25,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4302.0
1.0,0.0,0.0,0.5,0.5,0.25,0.25,0.25,0.0,0.25,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.25,0.75,1.0,4303.0
0.0,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,1.0,0.75,0.5,0.25,0.0,0.5,0.75,1.0,0.5,0.25,0.25,0.5,4304.0
0.0,1.0,0.75,0.75,0.5,0.5,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.75,0.0,0.5,0.0,0.0,0.5,0.25,0.25,0.0,0.75,4305.0
0.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4306.0
0.0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4307.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4308.0
0.0,0.75,0.75,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4309.0
1.0,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.75,0.0,0.5,0.75,0.25,0.25,0.25,0.25,4310.0
0.0,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4311.0
0.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.75,1.0,0.75,1.0,0.75,0.75,4312.0
0.0,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4313.0
0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4314.0
0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4315.0
0.0,0.75,0.0,0.5,0.25,0.0,0.0,0.75,0.75,0.75,0.5,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4316.0
0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4317.0
0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4318.0
0.0,0.5,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.5,0.25,4319.0
0.0,0.75,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0.5,1.0,0.75,0.75,0.5,0.75,0.75,0.75,1.0,0.5,1.0,0.75,1.0,1.0,4320.0
0.0,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4321.0
0.0,0.75,0.0,0.5,0.75,0.25,0.75,0.75,0.5,0.25,0.25,0.75,0.75,0.75,0.25,1.0,0.5,0.75,0.5,0.5,0.25,0.5,0.25,4322.0
0.0,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.75,1.0,0.75,4323.0
0.0,1.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.75,0.25,0.5,0.5,0.25,0.5,0.75,0.75,4324.0
0.0,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4325.0
0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4326.0
0.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4327.0
0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4328.0
0.0,0.75,0.5,1.0,0.75,1.0,0.75,0.5,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,4329.0
0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4330.0
0.0,1.0,0.5,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,4331.0
0.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4332.0
0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4333.0
0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.0
0.0,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4335.0
0.0,1.0,0.25,0.25,0.0,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4336.0
0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4337.0
0.0,0.75,0.25,0.5,0.25,0.75,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,1.0,1.0,0.5,0.0,1.0,4338.0
0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.75,4339.0
0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4340.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4341.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4342.0
0.0,0.5,0.0,0.25,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.0,0.25,0.25,0.5,0.5,0.25,0.5,0.75,0.75,0.5,0.75,0.5,4343.0
0.0,0.25,0.25,0.0,0.5,0.75,0.5,0.75,0.25,0.25,0.5,0.25,0.75,0.5,0.25,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.75,4344.0
0.0,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.75,0.75,4345.0
0.0,1.0,0.5,0.75,0.75,0.75,0.75,0.75,0.0,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4346.0
1.0,0.75,0.25,0.25,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4347.0
1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4348.0
1.0,0.0,0.25,0.25,0.75,0.75,0.75,0.75,0.0,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.5,4349.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4350.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4351.0
1.0,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4352.0
0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4353.0
0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4354.0
0.0,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.5,4355.0
0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4356.0
0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4357.0
0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4358.0
0.5,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4359.0
0.5,0.75,0.0,0.25,0.75,0.25,0.25,0.0,0.25,0.75,0.25,0.75,0.75,1.0,0.5,1.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,4360.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4361.0
0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4362.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4363.0
0.5,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4364.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4365.0
0.0,1.0,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,4366.0
0.0,1.0,0.0,0.25,0.5,0.5,0.25,0.0,0.0,0.25,0.0,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.75,0.0,0.0,0.5,0.0,4367.0
0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.25,0.0,0.0,0.25,0.5,0.25,0.25,0.75,0.75,0.25,0.75,0.0,0.0,0.0,0.0,4368.0
0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4369.0
0.0,1.0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.25,4370.0
0.0,0.0,0.5,0.25,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.5,4371.0
0.0,0.5,0.25,0.25,1.0,1.0,1.0,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4372.0
0.0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4373.0
0.0,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.75,0.5,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.5,4374.0
0.0,1.0,0.25,0.5,0.75,1.0,0.5,0.5,0.25,0.5,0.5,0.5,1.0,1.0,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.75,0.25,4375.0
0.0,1.0,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.25,4376.0
0.0,0.0,0.25,0.25,0.75,0.25,0.5,0.25,0.5,0.25,0.0,0.25,0.75,0.75,0.25,0.75,0.5,0.5,0.75,0.75,0.75,0.25,0.75,4377.0
0.0,0.0,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,4378.0
0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4379.0
0.0,0.0,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.75,4380.0
0.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4381.0
0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.0,4382.0
0.0,0.5,0.0,0.5,0.25,1.0,0.75,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4383.0
0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.75,4384.0
0.0,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,4385.0
0.0,1.0,0.0,0.75,0.5,0.0,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.75,0.5,0.75,0.75,0.5,0.25,0.0,0.0,4386.0
0.0,0.0,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.25,0.75,0.5,0.75,0.75,0.75,0.25,0.5,0.25,4387.0
1.0,0.75,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,4388.0
0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.25,4389.0
0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4390.0
0.0,0.75,0.25,0.25,1.0,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.0,1.0,0.75,0.75,0.75,0.75,0.5,0.25,0.25,4391.0
0.0,0.75,0.0,0.5,0.75,0.0,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.5,4392.0
0.0,0.75,0.25,0.0,0.5,0.25,0.75,0.25,0.5,0.75,0.0,0.25,0.0,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,4393.0
0.0,1.0,0.5,0.0,0.75,0.25,0.25,0.75,0.75,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.5,0.75,0.5,0.25,0.25,0.75,0.0,4394.0
0.0,0.5,0.25,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4395.0
1.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4396.0
